sessionLabel,sessionHours,huntingLevel,potionQuantity,tier,level,className,mapName,hp,potionHealAmount,secondsPerFind,ttkSeconds,secondsPerMob,maxKillsByTime,kills,xp,xpPerScheduledHour,xpPerActiveHour,xpPerPotion,potionsUsed,potionsNeededForFullSession,potionCoveragePercent,completionPercent,hoursUntilStop,damagePerHour,finalHpPercent,riskLevel,xpVsBestPercent
"6h",6,10,10,10,100,"Medico","Marco Zero",4028,1510,12,41,53,407,39,17823,2970.5,30265.47,1782.3,10,129,7.8,9.8,0.59,32037.03,0,"HIGH",90.7
"6h",6,10,20,10,100,"Medico","Marco Zero",4028,1510,12,41,53,407,70,31990,5331.67,30604.31,1599.5,20,129,15.5,17.4,1.05,32395.69,0,"HIGH",93.3
"6h",6,10,50,10,100,"Medico","Marco Zero",4028,1510,12,41,53,407,164,74948,12491.33,30853.38,1498.96,50,129,38.8,40.5,2.43,32659.35,0,"HIGH",94.8
"6h",6,10,100,10,100,"Medico","Marco Zero",4028,1510,12,41,53,407,320,146240,24373.33,30944.81,1462.4,100,129,77.5,78.8,4.73,32756.13,0,"HIGH",95.5
"12h",12,10,0,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,8,3656,304.67,27592.45,3656,0,260,0,1.1,0.13,29207.55,0,"HIGH",80
"12h",12,10,5,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,23,10511,875.92,29748.11,2102.2,5,260,1.9,2.9,0.35,31489.39,0,"HIGH",85.2
"12h",12,10,10,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,39,17823,1485.25,30265.47,1782.3,10,260,3.8,4.9,0.59,32037.03,0,"HIGH",90.7
"12h",12,10,20,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,70,31990,2665.83,30604.31,1599.5,20,260,7.7,8.7,1.05,32395.69,0,"HIGH",93.3
"12h",12,10,50,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,164,74948,6245.67,30853.38,1498.96,50,260,19.2,20.2,2.43,32659.35,0,"HIGH",94.8
"12h",12,10,100,10,100,"Medico","Marco Zero",4028,1510,12,41,53,815,320,146240,12186.67,30944.81,1462.4,100,260,38.5,39.4,4.73,32756.13,0,"HIGH",95.5
"6h",6,25,0,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,661,6280,1046.67,1949.26,6280,0,11,0,53.7,3.22,217.48,0,"HIGH",100
"6h",6,25,5,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,1038,9861,1643.5,1950.18,1972.2,5,11,45.5,84.3,5.06,217.6,0,"HIGH",100
"6h",6,25,10,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,1232,11704,1950.67,1950.67,1170.4,10,11,90.9,100,6,217.65,27.83,"MEDIUM",100
"6h",6,25,20,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,1232,11704,1950.67,1950.67,1064,11,11,181.8,100,6,217.65,39.24,"MEDIUM",100
"6h",6,25,50,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,1232,11704,1950.67,1950.67,1064,11,11,454.5,100,6,217.65,39.24,"MEDIUM",100
"6h",6,25,100,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,1232,1232,11704,1950.67,1950.67,1064,11,11,909.1,100,6,217.65,39.24,"MEDIUM",100
"12h",12,25,0,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,661,6280,523.33,1949.26,6280,0,27,0,26.8,3.22,217.48,0,"HIGH",100
"12h",12,25,5,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,1038,9861,821.75,1950.18,1972.2,5,27,18.5,42.1,5.06,217.6,0,"HIGH",100
"12h",12,25,10,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,1416,13452,1121,1950.68,1345.2,10,27,37,57.5,6.9,217.65,0,"HIGH",98.9
"12h",12,25,20,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,2170,20615,1717.92,1951.16,1030.75,20,27,74.1,88,10.57,217.71,0,"HIGH",94
"12h",12,25,50,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,2465,23418,1951.5,1951.5,867.33,27,27,185.2,100,12,217.74,35.39,"MEDIUM",100
"12h",12,25,100,1,10,"Lutador","Subúrbio Silencioso",701,80,9,8.52,17.52,2465,2465,23418,1951.5,1951.5,867.33,27,27,370.4,100,12,217.74,35.39,"MEDIUM",100
"6h",6,25,0,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,241,2121,353.5,1807.11,2121,0,14,0,19.6,1.17,209.44,0,"HIGH",33.8
"6h",6,25,5,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,633,5570,928.33,1811.44,1114,5,14,35.7,51.2,3.07,209.98,0,"HIGH",56.5
"6h",6,25,10,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,1025,9020,1503.33,1812.66,902,10,14,71.4,82.9,4.98,210.1,0,"HIGH",77.1
"6h",6,25,20,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,1237,10886,1814.33,1814.33,777.57,14,14,142.9,100,6,210.29,42.38,"MEDIUM",93
"6h",6,25,50,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,1237,10886,1814.33,1814.33,777.57,14,14,357.1,100,6,210.29,42.38,"MEDIUM",93
"6h",6,25,100,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,1237,1237,10886,1814.33,1814.33,777.57,14,14,714.3,100,6,210.29,42.38,"MEDIUM",93
"12h",12,25,0,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,241,2121,176.75,1807.11,2121,0,30,0,9.8,1.17,209.44,0,"HIGH",33.8
"12h",12,25,5,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,633,5570,464.17,1811.44,1114,5,30,16.7,25.6,3.07,209.98,0,"HIGH",56.5
"12h",12,25,10,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,1025,9020,751.67,1812.66,902,10,30,33.3,41.5,4.98,210.1,0,"HIGH",66.3
"12h",12,25,20,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,1809,15919,1326.58,1813.41,795.95,20,30,66.7,73.2,8.78,210.19,0,"HIGH",72.6
"12h",12,25,50,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,2474,21771,1814.25,1814.25,725.7,30,30,166.7,100,12,210.29,49.8,"MEDIUM",93
"12h",12,25,100,1,10,"Assassino","Subúrbio Silencioso",246,80,9,8.46,17.46,2474,2474,21771,1814.25,1814.25,725.7,30,30,333.3,100,12,210.29,49.8,"MEDIUM",93
"6h",6,25,0,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,267,2350,391.67,1843.88,2350,0,14,0,21.2,1.27,209.5,0,"HIGH",37.4
"6h",6,25,5,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,667,5870,978.33,1847.82,1174,5,14,35.7,52.9,3.18,209.97,0,"HIGH",59.5
"6h",6,25,10,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,1067,9390,1565,1848.81,939,10,14,71.4,84.6,5.08,210.08,0,"HIGH",80.2
"6h",6,25,20,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,1261,11097,1849.5,1849.5,792.64,14,14,142.9,100,6,210.17,47.39,"MEDIUM",94.8
"6h",6,25,50,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,1261,11097,1849.5,1849.5,792.64,14,14,357.1,100,6,210.17,47.39,"MEDIUM",94.8
"6h",6,25,100,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,1261,1261,11097,1849.5,1849.5,792.64,14,14,714.3,100,6,210.17,47.39,"MEDIUM",94.8
"12h",12,25,0,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,267,2350,195.83,1843.88,2350,0,30,0,10.6,1.27,209.5,0,"HIGH",37.4
"12h",12,25,5,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,667,5870,489.17,1847.82,1174,5,30,16.7,26.5,3.18,209.97,0,"HIGH",59.5
"12h",12,25,10,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,1067,9390,782.5,1848.81,939,10,30,33.3,42.3,5.08,210.08,0,"HIGH",69.1
"12h",12,25,20,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,1867,16430,1369.17,1849.52,821.5,20,30,66.7,74,8.88,210.17,0,"HIGH",74.9
"12h",12,25,50,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,2523,22202,1850.17,1850.17,740.07,30,30,166.7,100,12,210.25,54.1,"MEDIUM",94.8
"12h",12,25,100,1,10,"Atirador","Subúrbio Silencioso",268,80,9,8.12,17.12,2523,2523,22202,1850.17,1850.17,740.07,30,30,333.3,100,12,210.25,54.1,"MEDIUM",94.8
"6h",6,25,0,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,554,5263,877.17,1897.63,5263,0,10,0,46.2,2.77,227.72,0,"HIGH",83.8
"6h",6,25,5,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,992,9424,1570.67,1899.14,1884.8,5,10,50,82.7,4.96,227.9,0,"HIGH",95.6
"6h",6,25,10,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,1200,11400,1900,1900,1140,10,10,100,100,6,228,41.77,"MEDIUM",97.4
"6h",6,25,20,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,1200,11400,1900,1900,1140,10,10,200,100,6,228,41.77,"MEDIUM",97.4
"6h",6,25,50,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,1200,11400,1900,1900,1140,10,10,500,100,6,228,41.77,"MEDIUM",97.4
"6h",6,25,100,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,1200,1200,11400,1900,1900,1140,10,10,999,100,6,228,41.77,"MEDIUM",97.4
"12h",12,25,0,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,554,5263,438.58,1897.63,5263,0,24,0,23.1,2.77,227.72,0,"HIGH",83.8
"12h",12,25,5,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,992,9424,785.33,1899.14,1884.8,5,24,20.8,41.4,4.96,227.9,0,"HIGH",95.6
"12h",12,25,10,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,1431,13595,1132.92,1899.8,1359.5,10,24,41.7,59.6,7.16,227.97,0,"HIGH",100
"12h",12,25,20,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,2308,21926,1827.17,1900.23,1096.3,20,24,83.3,96.2,11.54,228.03,0,"HIGH",100
"12h",12,25,50,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,2401,22810,1900.83,1900.83,950.42,24,24,208.3,100,12,228.1,46.66,"MEDIUM",97.4
"12h",12,25,100,1,10,"Medico","Subúrbio Silencioso",632,100,9,8.99,17.99,2401,2401,22810,1900.83,1900.83,950.42,24,24,416.7,100,12,228.1,46.66,"MEDIUM",97.4
"6h",6,25,0,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,551,8926,1487.67,1709.63,8926,0,8,0,87,5.22,235.34,0,"HIGH",100
"6h",6,25,5,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,634,10271,1711.83,1711.83,2054.2,5,8,62.5,100,6,235.64,17.51,"HIGH",100
"6h",6,25,10,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,634,10271,1711.83,1711.83,1283.88,8,8,125,100,6,235.64,37.04,"MEDIUM",100
"6h",6,25,20,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,634,10271,1711.83,1711.83,1283.88,8,8,250,100,6,235.64,37.04,"MEDIUM",100
"6h",6,25,50,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,634,10271,1711.83,1711.83,1283.88,8,8,625,100,6,235.64,37.04,"MEDIUM",100
"6h",6,25,100,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,634,634,10271,1711.83,1711.83,1283.88,8,8,999,100,6,235.64,37.04,"MEDIUM",100
"12h",12,25,0,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,551,8926,743.83,1709.63,8926,0,26,0,43.5,5.22,235.34,0,"HIGH",100
"12h",12,25,5,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,730,11826,985.5,1710.43,2365.2,5,26,19.2,57.6,6.91,235.45,0,"HIGH",100
"12h",12,25,10,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,909,14726,1227.17,1710.92,1472.6,10,26,38.5,71.7,8.61,235.51,0,"HIGH",100
"12h",12,25,20,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,1268,20542,1711.83,1711.83,1027.1,20,26,76.9,100,12,235.64,0.11,"HIGH",100
"12h",12,25,50,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,1268,20542,1711.83,1711.83,790.08,26,26,192.3,100,12,235.64,39.17,"MEDIUM",100
"12h",12,25,100,2,20,"Lutador","Distrito da Ferrugem",1229,80,9,25.05,34.05,1268,1268,20542,1711.83,1711.83,790.08,26,26,384.6,100,12,235.64,39.17,"MEDIUM",100
"6h",6,25,0,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,194,2871,478.5,1636.4,2871,0,14,0,29.2,1.75,228.89,0,"HIGH",32.2
"6h",6,25,5,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,387,5728,954.67,1640.83,1145.6,5,14,35.7,58.2,3.49,229.48,0,"HIGH",55.8
"6h",6,25,10,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,580,8584,1430.67,1642.12,858.4,10,14,71.4,87.1,5.23,229.68,0,"HIGH",83.6
"6h",6,25,20,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,704.07,14,14,142.9,100,6,229.77,35.67,"MEDIUM",96
"6h",6,25,50,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,704.07,14,14,357.1,100,6,229.77,35.67,"MEDIUM",96
"6h",6,25,100,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,704.07,14,14,714.3,100,6,229.77,35.67,"MEDIUM",96
"12h",12,25,0,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,194,2871,239.25,1636.4,2871,0,32,0,14.6,1.75,228.89,0,"HIGH",32.2
"12h",12,25,5,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,387,5728,477.33,1640.83,1145.6,5,32,15.6,29.1,3.49,229.48,0,"HIGH",48.4
"12h",12,25,10,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,580,8584,715.33,1642.12,858.4,10,32,31.3,43.6,5.23,229.68,0,"HIGH",58.3
"12h",12,25,20,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,967,14312,1192.67,1643.3,715.6,20,32,62.5,72.6,8.71,229.83,0,"HIGH",69.7
"12h",12,25,50,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,1333,19728,1644,1644,616.5,32,32,156.3,100,12,229.94,50.42,"MEDIUM",96
"12h",12,25,100,2,20,"Assassino","Distrito da Ferrugem",402,80,9,23.39,32.39,1333,1333,19728,1644,1644,616.5,32,32,312.5,100,12,229.94,50.42,"MEDIUM",96
"6h",6,25,0,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,225,3330,555,1637.67,3330,0,13,0,33.9,2.03,208.03,0,"HIGH",37.3
"6h",6,25,5,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,438,6482,1080.33,1641.1,1296.4,5,13,38.5,65.8,3.95,208.48,0,"HIGH",63.1
"6h",6,25,10,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,651,9635,1605.83,1642.46,963.5,10,13,76.9,97.8,5.87,208.63,0,"HIGH",93.8
"6h",6,25,20,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,758.23,13,13,153.8,100,6,208.68,49.98,"MEDIUM",96
"6h",6,25,50,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,758.23,13,13,384.6,100,6,208.68,49.98,"MEDIUM",96
"6h",6,25,100,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,666,666,9857,1642.83,1642.83,758.23,13,13,769.2,100,6,208.68,49.98,"MEDIUM",96
"12h",12,25,0,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,225,3330,277.5,1637.67,3330,0,28,0,16.9,2.03,208.03,0,"HIGH",37.3
"12h",12,25,5,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,438,6482,540.17,1641.1,1296.4,5,28,17.9,32.9,3.95,208.48,0,"HIGH",54.8
"12h",12,25,10,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,651,9635,802.92,1642.46,963.5,10,28,35.7,48.9,5.87,208.63,0,"HIGH",65.4
"12h",12,25,20,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,1076,15925,1327.08,1643.45,796.25,20,28,71.4,80.8,9.69,208.76,0,"HIGH",77.5
"12h",12,25,50,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,1333,19728,1644,1644,704.57,28,28,178.6,100,12,208.84,37.25,"MEDIUM",96
"12h",12,25,100,2,20,"Atirador","Distrito da Ferrugem",424,80,9,23.39,32.39,1333,1333,19728,1644,1644,704.57,28,28,357.1,100,12,208.84,37.25,"MEDIUM",96
"6h",6,25,0,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,446,7225,1204.17,1695.95,7225,0,9,0,71,4.26,260.68,0,"HIGH",80.9
"6h",6,25,5,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,629,10190,1698.33,1698.33,2038,5,9,55.6,100,6,261.04,4.12,"HIGH",99.2
"6h",6,25,10,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,629,10190,1698.33,1698.33,1132.22,9,9,111.1,100,6,261.04,40.09,"MEDIUM",99.2
"6h",6,25,20,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,629,10190,1698.33,1698.33,1132.22,9,9,222.2,100,6,261.04,40.09,"MEDIUM",99.2
"6h",6,25,50,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,629,10190,1698.33,1698.33,1132.22,9,9,555.6,100,6,261.04,40.09,"MEDIUM",99.2
"6h",6,25,100,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,629,629,10190,1698.33,1698.33,1132.22,9,9,999,100,6,261.04,40.09,"MEDIUM",99.2
"12h",12,25,0,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,446,7225,602.08,1695.95,7225,0,25,0,35.5,4.26,260.68,0,"HIGH",80.9
"12h",12,25,5,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,647,10481,873.42,1697.11,2096.2,5,25,20,51.5,6.18,260.86,0,"HIGH",88.6
"12h",12,25,10,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,848,13738,1144.83,1697.84,1373.8,10,25,40,67.4,8.09,260.96,0,"HIGH",93.3
"12h",12,25,20,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,1249,20234,1686.17,1698.45,1011.7,20,25,80,99.3,11.91,261.06,0,"HIGH",98.5
"12h",12,25,50,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,1259,20396,1699.67,1699.67,815.84,25,25,200,100,12,261.24,42.9,"MEDIUM",99.3
"12h",12,25,100,2,20,"Medico","Distrito da Ferrugem",1112,100,9,25.31,34.31,1259,1259,20396,1699.67,1699.67,815.84,25,25,400,100,12,261.24,42.9,"MEDIUM",99.3
"6h",6,25,0,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,237,6873,1145.5,2513.57,6873,0,16,0,45.6,2.73,635.33,0,"HIGH",100
"6h",6,25,5,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,352,10208,1701.33,2517.03,2041.6,5,16,31.3,67.6,4.06,636.2,0,"HIGH",100
"6h",6,25,10,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,467,13543,2257.17,2518.78,1354.3,10,16,62.5,89.6,5.38,636.64,0,"HIGH",100
"6h",6,25,20,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,522,15138,2523,2523,946.13,16,16,125,100,6,637.71,35.47,"MEDIUM",100
"6h",6,25,50,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,522,15138,2523,2523,946.13,16,16,312.5,100,6,637.71,35.47,"MEDIUM",100
"6h",6,25,100,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,522,522,15138,2523,2523,946.13,16,16,625,100,6,637.71,35.47,"MEDIUM",100
"12h",12,25,0,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,237,6873,572.75,2513.57,6873,0,39,0,22.8,2.73,635.33,0,"HIGH",100
"12h",12,25,5,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,352,10208,850.67,2517.03,2041.6,5,39,12.8,33.8,4.06,636.2,0,"HIGH",100
"12h",12,25,10,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,467,13543,1128.58,2518.78,1354.3,10,39,25.6,44.8,5.38,636.64,0,"HIGH",100
"12h",12,25,20,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,698,20242,1686.83,2520.57,1012.1,20,39,51.3,66.9,8.03,637.09,0,"HIGH",100
"12h",12,25,50,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,1044,30276,2523,2523,776.31,39,39,128.2,100,12,637.71,38.96,"MEDIUM",100
"12h",12,25,100,3,30,"Lutador","Hospital Santa Ruína",1739,169,9,32.36,41.36,1044,1044,30276,2523,2523,776.31,39,39,256.4,100,12,637.71,38.96,"MEDIUM",100
"6h",6,25,0,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,67,1755,292.5,2401.44,1755,0,34,0,12.2,0.73,721.51,0,"HIGH",25.5
"6h",6,25,5,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,144,3773,628.83,2421.15,754.6,5,34,14.7,26,1.56,727.23,0,"HIGH",37
"6h",6,25,10,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,221,5790,965,2426.77,579,10,34,29.4,39.8,2.39,728.98,0,"HIGH",42.8
"6h",6,25,20,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,375,9825,1637.5,2431.36,491.25,20,34,58.8,67.3,4.04,730.33,0,"HIGH",64.9
"6h",6,25,50,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,558,14620,2436.67,2436.67,430,34,34,147.1,100,6,731.91,48.04,"MEDIUM",96.6
"6h",6,25,100,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,558,558,14620,2436.67,2436.67,430,34,34,294.1,100,6,731.91,48.04,"MEDIUM",96.6
"12h",12,25,0,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,67,1755,146.25,2401.44,1755,0,70,0,6.1,0.73,721.51,0,"HIGH",25.5
"12h",12,25,5,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,144,3773,314.42,2421.15,754.6,5,70,7.1,13,1.56,727.23,0,"HIGH",37
"12h",12,25,10,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,221,5790,482.5,2426.77,579,10,70,14.3,19.9,2.39,728.98,0,"HIGH",42.8
"12h",12,25,20,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,375,9825,818.75,2431.36,491.25,20,70,28.6,33.7,4.04,730.33,0,"HIGH",48.5
"12h",12,25,50,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,836,21903,1825.25,2434.9,438.06,50,70,71.4,75,9,731.41,0,"HIGH",72.3
"12h",12,25,100,3,30,"Assassino","Hospital Santa Ruína",534,121,9,29.69,38.69,1116,1116,29239,2436.58,2436.58,417.7,70,70,142.9,100,12,731.91,41.4,"MEDIUM",96.6
"6h",6,25,0,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,72,1886,314.33,2403.93,1886,0,32,0,13.1,0.78,698.39,0,"HIGH",27.4
"6h",6,25,5,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,152,3982,663.67,2421.66,796.4,5,32,15.6,27.4,1.64,703.46,0,"HIGH",39
"6h",6,25,10,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,232,6078,1013,2427.22,607.8,10,32,31.3,41.7,2.5,705.05,0,"HIGH",44.9
"6h",6,25,20,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,392,10270,1711.67,2431.54,513.5,20,32,62.5,70.4,4.22,706.29,0,"HIGH",67.8
"6h",6,25,50,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,558,14620,2436.67,2436.67,456.88,32,32,156.3,100,6,707.73,37.75,"MEDIUM",96.6
"6h",6,25,100,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,558,558,14620,2436.67,2436.67,456.88,32,32,312.5,100,6,707.73,37.75,"MEDIUM",96.6
"12h",12,25,0,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,72,1886,157.17,2403.93,1886,0,67,0,6.5,0.78,698.39,0,"HIGH",27.4
"12h",12,25,5,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,152,3982,331.83,2421.66,796.4,5,67,7.5,13.7,1.64,703.46,0,"HIGH",39
"12h",12,25,10,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,232,6078,506.5,2427.22,607.8,10,67,14.9,20.9,2.5,705.05,0,"HIGH",44.9
"12h",12,25,20,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,392,10270,855.83,2431.54,513.5,20,67,29.9,35.2,4.22,706.29,0,"HIGH",50.7
"12h",12,25,50,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,873,22873,1906.08,2435.09,457.46,50,67,74.6,78.3,9.39,707.28,0,"HIGH",75.5
"12h",12,25,100,3,30,"Atirador","Hospital Santa Ruína",550,122,9,29.69,38.69,1116,1116,29239,2436.58,2436.58,436.4,67,67,149.3,100,12,707.73,42.04,"MEDIUM",96.6
