"itemCraftado";"classe";"slot";"tier";"mapa";"ingredienteOrdem";"ingrediente";"quantidade";"papel";"origem"
"Adagas de Canivete de Embarque";"Assassino";"MAIN_HAND";"4";"Terminal dos Esquecidos";"1";"Canivetes de Bagagem";"90";"MAIN_COMPONENT";"ARSENAL"
"Adagas de Canivete de Embarque";"Assassino";"MAIN_HAND";"4";"Terminal dos Esquecidos";"2";"Passador de Cinto de Assento";"45";"SHARED_MATERIAL";"PATRULHA"
"Adagas de Canivete de Embarque";"Assassino";"MAIN_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Cortante Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Canivete de Embarque";"Assassino";"MAIN_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Lâmina Selada";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Lâmina de Quarentena Selada";"100";"MAIN_COMPONENT";"ARSENAL"
"Espada de Lâmina Selada";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Cinta de Colete Antimordida";"50";"SHARED_MATERIAL";"PATRULHA"
"Espada de Lâmina Selada";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Lâmina Selada";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Contenção Verde";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"1";"Estiletes de Contenção Verde";"100";"MAIN_COMPONENT";"ARSENAL"
"Adagas de Contenção Verde";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"2";"Presilha de Equipamento Selado";"50";"SHARED_MATERIAL";"PATRULHA"
"Adagas de Contenção Verde";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Contenção Verde";"Assassino";"MAIN_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Corte Cinzento";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Lâmina de Corte Industrial";"100";"MAIN_COMPONENT";"ARSENAL"
"Espada de Corte Cinzento";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Luva de Borracha Queimada";"50";"SHARED_MATERIAL";"PATRULHA"
"Espada de Corte Cinzento";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Corte Cinzento";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Caldeira Fumegante";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"1";"Lascas de Caldeira Afiadas";"100";"MAIN_COMPONENT";"ARSENAL"
"Adagas de Caldeira Fumegante";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"2";"Correia Antióleo";"50";"SHARED_MATERIAL";"PATRULHA"
"Adagas de Caldeira Fumegante";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Cortante Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Caldeira Fumegante";"Assassino";"MAIN_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Viatura Partida";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Lâmina de Porta de Viatura";"110";"MAIN_COMPONENT";"ARSENAL"
"Espada de Viatura Partida";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Coldre Tático Rasgado";"55";"SHARED_MATERIAL";"PATRULHA"
"Espada de Viatura Partida";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Viatura Partida";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas Antimotim Roxas";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"1";"Cacos de Escudo Antimotim";"110";"MAIN_COMPONENT";"ARSENAL"
"Adagas Antimotim Roxas";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"2";"Braçadeira Tática Rompida";"55";"SHARED_MATERIAL";"PATRULHA"
"Adagas Antimotim Roxas";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas Antimotim Roxas";"Assassino";"MAIN_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Espada Helix Serrilhada";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"1";"Lâmina Helix Serrilhada";"110";"MAIN_COMPONENT";"ARSENAL"
"Espada Helix Serrilhada";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"2";"Trama de Polímero Helix (Patrulha T8 Main Hand)";"55";"SHARED_MATERIAL";"PATRULHA"
"Espada Helix Serrilhada";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Espada Helix Serrilhada";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Monofio Experimental";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"1";"Filamentos Cortantes Helix";"110";"MAIN_COMPONENT";"ARSENAL"
"Adagas de Monofio Experimental";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"2";"Pulseira de Infiltração Helix";"55";"SHARED_MATERIAL";"PATRULHA"
"Adagas de Monofio Experimental";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"3";"Biomaterial Cortante Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas de Monofio Experimental";"Assassino";"MAIN_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Fragmento Carmesim";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Fragmento Carmesim Cortante";"120";"MAIN_COMPONENT";"ARSENAL"
"Espada de Fragmento Carmesim";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Malha de Fibra Sombria";"60";"SHARED_MATERIAL";"PATRULHA"
"Espada de Fragmento Carmesim";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Espada de Fragmento Carmesim";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas Titânicas Necróticas";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"1";"Pontas Titânicas Necróticas";"120";"MAIN_COMPONENT";"ARSENAL"
"Adagas Titânicas Necróticas";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"2";"Correia de Fibra Tática";"60";"SHARED_MATERIAL";"PATRULHA"
"Adagas Titânicas Necróticas";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas Titânicas Necróticas";"Assassino";"MAIN_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Espada do Marco Zero";"Assassino";"MAIN_HAND";"10";"Marco Zero";"1";"Lâmina Rubra do Marco";"120";"MAIN_COMPONENT";"ARSENAL"
"Espada do Marco Zero";"Assassino";"MAIN_HAND";"10";"Marco Zero";"2";"Trança de Fibra Escarlate (Patrulha T10 Main Hand)";"60";"SHARED_MATERIAL";"PATRULHA"
"Espada do Marco Zero";"Assassino";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Espada do Marco Zero";"Assassino";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas da Ruína Silenciosa";"Assassino";"MAIN_HAND";"10";"Marco Zero";"1";"Par de Lâminas do Colapso";"120";"MAIN_COMPONENT";"ARSENAL"
"Adagas da Ruína Silenciosa";"Assassino";"MAIN_HAND";"10";"Marco Zero";"2";"Manta de Fibra Saturada (Patrulha T10 Main Hand)";"60";"SHARED_MATERIAL";"PATRULHA"
"Adagas da Ruína Silenciosa";"Assassino";"MAIN_HAND";"10";"Marco Zero";"3";"Biomaterial Cortante Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Adagas da Ruína Silenciosa";"Assassino";"MAIN_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Lata Fumacenta";"Assassino";"OFF_HAND";"1";"Subúrbio Silencioso";"1";"Cápsula de Lata Amassada";"80";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Lata Fumacenta";"Assassino";"OFF_HAND";"1";"Subúrbio Silencioso";"2";"Circuito de Lanterna Quebrado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Lata Fumacenta";"Assassino";"OFF_HAND";"1";"Subúrbio Silencioso";"3";"Biomaterial Reativo Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Lata Fumacenta";"Assassino";"OFF_HAND";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Ferrugem Seca";"Assassino";"OFF_HAND";"2";"Distrito da Ferrugem";"1";"Cápsula de Oficina Oxidada";"80";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Ferrugem Seca";"Assassino";"OFF_HAND";"2";"Distrito da Ferrugem";"2";"Gatilho de Alarme Oxidado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Ferrugem Seca";"Assassino";"OFF_HAND";"2";"Distrito da Ferrugem";"3";"Biomaterial Reativo Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Ferrugem Seca";"Assassino";"OFF_HAND";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Névoa Clínica";"Assassino";"OFF_HAND";"3";"Hospital Santa Ruína";"1";"Frasco de Anestésico Vazio";"90";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Névoa Clínica";"Assassino";"OFF_HAND";"3";"Hospital Santa Ruína";"2";"Nebulizador Quebrado";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Névoa Clínica";"Assassino";"OFF_HAND";"3";"Hospital Santa Ruína";"3";"Biomaterial Reativo Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Névoa Clínica";"Assassino";"OFF_HAND";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Sinalização Queimada";"Assassino";"OFF_HAND";"4";"Terminal dos Esquecidos";"1";"Cartucho de Sinalização";"90";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Sinalização Queimada";"Assassino";"OFF_HAND";"4";"Terminal dos Esquecidos";"2";"Temporizador de Painel";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Sinalização Queimada";"Assassino";"OFF_HAND";"4";"Terminal dos Esquecidos";"3";"Biomaterial Reativo Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Sinalização Queimada";"Assassino";"OFF_HAND";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Quarentena Verde";"Assassino";"OFF_HAND";"5";"Zona de Quarentena 9";"1";"Cápsula de Contenção";"100";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Quarentena Verde";"Assassino";"OFF_HAND";"5";"Zona de Quarentena 9";"2";"Sensor de Gás Verde (Tecnovarredura T5 Off Hand)";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Quarentena Verde";"Assassino";"OFF_HAND";"5";"Zona de Quarentena 9";"3";"Biomaterial Reativo Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Quarentena Verde";"Assassino";"OFF_HAND";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Fuligem Química";"Assassino";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"1";"Cartucho de Refinaria";"100";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Fuligem Química";"Assassino";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"2";"Válvula Temporizadora";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Fuligem Química";"Assassino";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Reativo Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Fuligem Química";"Assassino";"OFF_HAND";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Sombra Mutagênica";"Assassino";"OFF_HAND";"7";"Avenida dos Caídos";"1";"Granadas de Fumaça Roxa";"110";"MAIN_COMPONENT";"ARSENAL"
"Bombas de Sombra Mutagênica";"Assassino";"OFF_HAND";"7";"Avenida dos Caídos";"2";"Emissor de Ruído Instável";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas de Sombra Mutagênica";"Assassino";"OFF_HAND";"7";"Avenida dos Caídos";"3";"Biomaterial Reativo Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas de Sombra Mutagênica";"Assassino";"OFF_HAND";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas Helix de Dispersão";"Assassino";"OFF_HAND";"8";"Complexo Helix";"1";"Cápsula Helix Pressurizada";"110";"MAIN_COMPONENT";"ARSENAL"
"Bombas Helix de Dispersão";"Assassino";"OFF_HAND";"8";"Complexo Helix";"2";"Difusor Molecular Helix";"55";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas Helix de Dispersão";"Assassino";"OFF_HAND";"8";"Complexo Helix";"3";"Biomaterial Reativo Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas Helix de Dispersão";"Assassino";"OFF_HAND";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas Necróticas Carmesim";"Assassino";"OFF_HAND";"9";"Necrópole Industrial";"1";"Núcleo Explosivo Carmesim";"120";"MAIN_COMPONENT";"ARSENAL"
"Bombas Necróticas Carmesim";"Assassino";"OFF_HAND";"9";"Necrópole Industrial";"2";"Detonador Necrótico";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas Necróticas Carmesim";"Assassino";"OFF_HAND";"9";"Necrópole Industrial";"3";"Biomaterial Reativo Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas Necróticas Carmesim";"Assassino";"OFF_HAND";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas do Eclipse Rubro";"Assassino";"OFF_HAND";"10";"Marco Zero";"1";"Cápsula do Marco Zero";"120";"MAIN_COMPONENT";"ARSENAL"
"Bombas do Eclipse Rubro";"Assassino";"OFF_HAND";"10";"Marco Zero";"2";"Núcleo de Dispersão Rubro";"60";"SHARED_MATERIAL";"TECNOVARREDURA"
"Bombas do Eclipse Rubro";"Assassino";"OFF_HAND";"10";"Marco Zero";"3";"Biomaterial Reativo Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Bombas do Eclipse Rubro";"Assassino";"OFF_HAND";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Moletom Rasgado";"Assassino";"HEAD";"1";"Subúrbio Silencioso";"1";"Lente de Lanterna Pequena";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Moletom Rasgado";"Assassino";"HEAD";"1";"Subúrbio Silencioso";"2";"Cordão de Capuz Gasto";"40";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Moletom Rasgado";"Assassino";"HEAD";"1";"Subúrbio Silencioso";"3";"Biomaterial Craniano Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Moletom Rasgado";"Assassino";"HEAD";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Oficina Sombreado";"Assassino";"HEAD";"2";"Distrito da Ferrugem";"1";"LED de Máquina Quebrado";"80";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Oficina Sombreado";"Assassino";"HEAD";"2";"Distrito da Ferrugem";"2";"Tecido de Uniforme Oleoso";"40";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Oficina Sombreado";"Assassino";"HEAD";"2";"Distrito da Ferrugem";"3";"Biomaterial Craniano Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Oficina Sombreado";"Assassino";"HEAD";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Triagem Escura";"Assassino";"HEAD";"3";"Hospital Santa Ruína";"1";"Sensor de Batimento Quebrado";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Triagem Escura";"Assassino";"HEAD";"3";"Hospital Santa Ruína";"2";"Tira de Máscara Clínica";"45";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Triagem Escura";"Assassino";"HEAD";"3";"Hospital Santa Ruína";"3";"Biomaterial Craniano Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Triagem Escura";"Assassino";"HEAD";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Embarque Oculto";"Assassino";"HEAD";"4";"Terminal dos Esquecidos";"1";"Chip de Catraca";"90";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Embarque Oculto";"Assassino";"HEAD";"4";"Terminal dos Esquecidos";"2";"Capuz de Passageiro Desfiado";"45";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Embarque Oculto";"Assassino";"HEAD";"4";"Terminal dos Esquecidos";"3";"Biomaterial Craniano Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Embarque Oculto";"Assassino";"HEAD";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Quarentena Verde";"Assassino";"HEAD";"5";"Zona de Quarentena 9";"1";"Visor de Quarentena";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Quarentena Verde";"Assassino";"HEAD";"5";"Zona de Quarentena 9";"2";"Véu Sanitário Rasgado";"50";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Quarentena Verde";"Assassino";"HEAD";"5";"Zona de Quarentena 9";"3";"Biomaterial Craniano Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Quarentena Verde";"Assassino";"HEAD";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Fuligem Cinzenta";"Assassino";"HEAD";"6";"Refinaria do Pó Cinzento";"1";"Sensor de Vapores";"100";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Fuligem Cinzenta";"Assassino";"HEAD";"6";"Refinaria do Pó Cinzento";"2";"Capuz Antióleo Queimado";"50";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Fuligem Cinzenta";"Assassino";"HEAD";"6";"Refinaria do Pó Cinzento";"3";"Biomaterial Craniano Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Fuligem Cinzenta";"Assassino";"HEAD";"6";"Refinaria do Pó Cinzento";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Sombra Mutagênica";"Assassino";"HEAD";"7";"Avenida dos Caídos";"1";"Microvisor Balístico";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz de Sombra Mutagênica";"Assassino";"HEAD";"7";"Avenida dos Caídos";"2";"Tecido de Balaclava Rasgado";"55";"SHARED_MATERIAL";"PATRULHA"
"Capuz de Sombra Mutagênica";"Assassino";"HEAD";"7";"Avenida dos Caídos";"3";"Biomaterial Craniano Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz de Sombra Mutagênica";"Assassino";"HEAD";"7";"Avenida dos Caídos";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz Helix Camuflado";"Assassino";"HEAD";"8";"Complexo Helix";"1";"Módulo de Camuflagem Helix";"110";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz Helix Camuflado";"Assassino";"HEAD";"8";"Complexo Helix";"2";"Manta de Polímero Helix";"55";"SHARED_MATERIAL";"PATRULHA"
"Capuz Helix Camuflado";"Assassino";"HEAD";"8";"Complexo Helix";"3";"Biomaterial Craniano Épico";"30";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz Helix Camuflado";"Assassino";"HEAD";"8";"Complexo Helix";"4";"Resíduo Infecto Mutagênico";"60";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz Necrótico Carmesim";"Assassino";"HEAD";"9";"Necrópole Industrial";"1";"Interface Ocular Carmesim (Tecnovarredura T9 Elmo)";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz Necrótico Carmesim";"Assassino";"HEAD";"9";"Necrópole Industrial";"2";"Trama de Fibra Sombria";"60";"SHARED_MATERIAL";"PATRULHA"
"Capuz Necrótico Carmesim";"Assassino";"HEAD";"9";"Necrópole Industrial";"3";"Biomaterial Craniano Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz Necrótico Carmesim";"Assassino";"HEAD";"9";"Necrópole Industrial";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz do Marco Zero";"Assassino";"HEAD";"10";"Marco Zero";"1";"Núcleo de Sombra Rubro";"120";"MAIN_COMPONENT";"TECNOVARREDURA"
"Capuz do Marco Zero";"Assassino";"HEAD";"10";"Marco Zero";"2";"Fibra Escarlate de Ocultação";"60";"SHARED_MATERIAL";"PATRULHA"
"Capuz do Marco Zero";"Assassino";"HEAD";"10";"Marco Zero";"3";"Biomaterial Craniano Lendário";"40";"RARE_MOB_DROP";"DROP_MOBS"
"Capuz do Marco Zero";"Assassino";"HEAD";"10";"Marco Zero";"4";"Resíduo Infecto Saturado";"80";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Rua Rasgado";"Assassino";"ARMOR";"1";"Subúrbio Silencioso";"1";"Bolsa de Munição Rasgada";"80";"MAIN_COMPONENT";"PATRULHA"
"Traje de Rua Rasgado";"Assassino";"ARMOR";"1";"Subúrbio Silencioso";"2";"Placa de Walkie Quebrada";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje de Rua Rasgado";"Assassino";"ARMOR";"1";"Subúrbio Silencioso";"3";"Biomaterial Torácico Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Rua Rasgado";"Assassino";"ARMOR";"1";"Subúrbio Silencioso";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Oficina Silencioso";"Assassino";"ARMOR";"2";"Distrito da Ferrugem";"1";"Bainha de Uniforme Escura";"80";"MAIN_COMPONENT";"PATRULHA"
"Traje de Oficina Silencioso";"Assassino";"ARMOR";"2";"Distrito da Ferrugem";"2";"Rádio de Oficina Quebrado";"40";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje de Oficina Silencioso";"Assassino";"ARMOR";"2";"Distrito da Ferrugem";"3";"Biomaterial Torácico Comum";"15";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Oficina Silencioso";"Assassino";"ARMOR";"2";"Distrito da Ferrugem";"4";"Resíduo Infecto Pálido";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Ala Isolada";"Assassino";"ARMOR";"3";"Hospital Santa Ruína";"1";"Acolchoado de Maca (Patrulha T3 Pernas)";"90";"MAIN_COMPONENT";"PATRULHA"
"Traje de Ala Isolada";"Assassino";"ARMOR";"3";"Hospital Santa Ruína";"2";"Monitor Portátil Quebrado";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje de Ala Isolada";"Assassino";"ARMOR";"3";"Hospital Santa Ruína";"3";"Biomaterial Torácico Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Ala Isolada";"Assassino";"ARMOR";"3";"Hospital Santa Ruína";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Terminal Oculto";"Assassino";"ARMOR";"4";"Terminal dos Esquecidos";"1";"Porta-cartuchos de Bagagem";"90";"MAIN_COMPONENT";"PATRULHA"
"Traje de Terminal Oculto";"Assassino";"ARMOR";"4";"Terminal dos Esquecidos";"2";"Leitor de Embarque Falho";"45";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje de Terminal Oculto";"Assassino";"ARMOR";"4";"Terminal dos Esquecidos";"3";"Biomaterial Torácico Incomum";"20";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Terminal Oculto";"Assassino";"ARMOR";"4";"Terminal dos Esquecidos";"4";"Resíduo Infecto Amarelado";"35";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Quarentena Furtiva";"Assassino";"ARMOR";"5";"Zona de Quarentena 9";"1";"Acolchoado Antimordida (Patrulha T5 Pernas)";"100";"MAIN_COMPONENT";"PATRULHA"
"Traje de Quarentena Furtiva";"Assassino";"ARMOR";"5";"Zona de Quarentena 9";"2";"Módulo de Alarme Verde";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
"Traje de Quarentena Furtiva";"Assassino";"ARMOR";"5";"Zona de Quarentena 9";"3";"Biomaterial Torácico Raro";"25";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Quarentena Furtiva";"Assassino";"ARMOR";"5";"Zona de Quarentena 9";"4";"Resíduo Infecto Tóxico";"45";"RARE_MOB_DROP";"DROP_MOBS"
"Traje de Refinaria Sombria";"Assassino";"ARMOR";"6";"Refinaria do Pó Cinzento";"1";"Avental Antióleo Reforçado";"100";"MAIN_COMPONENT";"PATRULHA"
"Traje de Refinaria Sombria";"Assassino";"ARMOR";"6";"Refinaria do Pó Cinzento";"2";"Medidor de Pressão Queimado";"50";"SHARED_MATERIAL";"TECNOVARREDURA"
