tier,position,mobName,mobRank,mobLevel,className,gear,reinforcement,gathering,pet,potion,characterLevel,equipmentTier,hp,attack,defense,baseTtkSeconds,ttkSeconds,ttkDeltaFromPetPercent,expectedAttacksPerKill,expectedDamagePerAttack,expectedDamagePerKill,incomingDamageMultiplier,safeKillsWithoutPotions,safeKillsWithPotions,potionName,potionHealAmount,potionBuyPrice,killsResolvedInProjection,potionsUsedInProjection,potionsPer100Kills,potionGoldPer100Kills,defeatsInProjection,defeatedAtKill,riskLevel,survives100Kills,huntingSecondsPerEnemy,killsPerHour,effectiveXpPerHour
3,"MID","Enfermeira de Isolamento Infectada",3,24,"Médico","TWO_BELOW",3,"FULL","CURRENT_TIER","NONE",24,1.75,1778,255,340,58,55.1,5,11.8224,10.58,125.11,1.75,14,14,"Poção de Vida",213,80,15,0,0,0,1,15,"HIGH",false,9,56.16,1684.87
3,"MID","Enfermeira de Isolamento Infectada",3,24,"Médico","TWO_BELOW",3,"FULL","CURRENT_TIER","CURRENT_TIER",24,1.75,1778,255,340,58,55.1,5,11.8224,10.58,125.11,1.75,14,100,"Poção de Vida",213,80,100,54,54,4320,0,,"MEDIUM",true,9,56.16,1684.87
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"NONE","NONE","NONE",30,2,1178,176,134,84,84,0,11.5445,40.66,469.4,1,2,2,"Poção de Vida",147,80,3,0,0,0,1,3,"HIGH",false,8,39.13,2230.43
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"NONE","NONE","CURRENT_TIER",30,2,1178,176,134,84,84,0,11.5445,40.66,469.4,1,2,3,"Poção de Vida",147,80,4,3,75,6000,1,4,"HIGH",false,8,39.13,2230.43
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"NONE","CURRENT_TIER","NONE",30,2,1178,176,134,84,79.8,5,11.3277,40.66,460.58,1,2,2,"Poção de Vida",147,80,3,0,0,0,1,3,"HIGH",false,8,41,2337.13
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"NONE","CURRENT_TIER","CURRENT_TIER",30,2,1178,176,134,84,79.8,5,11.3277,40.66,460.58,1,2,3,"Poção de Vida",147,80,4,3,75,6000,1,4,"HIGH",false,8,41,2337.13
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"RECOMMENDED","NONE","NONE",30,2,1700,220,266,71,71,0,10.8468,26.06,282.71,1,6,6,"Poção de Vida",168,80,7,0,0,0,1,7,"HIGH",false,8,45.57,2597.47
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"RECOMMENDED","NONE","CURRENT_TIER",30,2,1700,220,266,71,71,0,10.8468,26.06,282.71,1,6,10,"Poção de Vida",168,80,11,8,72.73,5818.4,1,11,"HIGH",false,8,45.57,2597.47
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","NONE",30,2,1700,220,266,71,67.45,5,10.6414,26.06,277.36,1,6,6,"Poção de Vida",168,80,7,0,0,0,1,7,"HIGH",false,8,47.71,2719.68
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,2,1700,220,266,71,67.45,5,10.6414,26.06,277.36,1,6,10,"Poção de Vida",168,80,11,8,72.73,5818.4,1,11,"HIGH",false,8,47.71,2719.68
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"FULL","NONE","NONE",30,2,2060,250,358,59,59,0,10.1229,19.07,193.07,1,10,10,"Poção de Vida",182,80,11,0,0,0,1,11,"HIGH",false,8,53.73,3062.69
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"FULL","NONE","CURRENT_TIER",30,2,2060,250,358,59,59,0,10.1229,19.07,193.07,1,10,86,"Poção de Vida",182,80,87,80,91.95,7356,1,87,"HIGH",false,8,53.73,3062.69
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"FULL","CURRENT_TIER","NONE",30,2,2060,250,358,59,56.05,5,9.9309,19.07,189.4,1,10,10,"Poção de Vida",182,80,11,0,0,0,1,11,"HIGH",false,8,56.21,3203.75
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",0,"FULL","CURRENT_TIER","CURRENT_TIER",30,2,2060,250,358,59,56.05,5,9.9309,19.07,189.4,1,10,100,"Poção de Vida",182,80,100,93,93,7440,0,,"HIGH",true,8,56.21,3203.75
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"NONE","NONE","NONE",30,2.75,1262,204,149,70,70,0,3.9548,37.41,147.96,1,8,8,"Poção de Vida",150,80,9,0,0,0,1,9,"HIGH",false,8,46.15,2630.77
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"NONE","NONE","CURRENT_TIER",30,2.75,1262,204,149,70,70,0,3.9548,37.41,147.96,1,8,100,"Poção de Vida",150,80,100,94,94,7520,0,,"MEDIUM",true,8,46.15,2630.77
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"NONE","CURRENT_TIER","NONE",30,2.75,1262,204,149,70,66.5,5,3.8799,37.41,145.15,1,8,8,"Poção de Vida",150,80,9,0,0,0,1,9,"HIGH",false,8,48.32,2754.36
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"NONE","CURRENT_TIER","CURRENT_TIER",30,2.75,1262,204,149,70,66.5,5,3.8799,37.41,145.15,1,8,100,"Poção de Vida",150,80,100,92,92,7360,0,,"MEDIUM",true,8,48.32,2754.36
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"RECOMMENDED","NONE","NONE",30,2.75,1784,248,281,60,60,0,3.7338,25.98,97.01,1,18,18,"Poção de Vida",171,80,19,0,0,0,1,19,"HIGH",false,8,52.94,3017.65
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"RECOMMENDED","NONE","CURRENT_TIER",30,2.75,1784,248,281,60,60,0,3.7338,25.98,97.01,1,18,100,"Poção de Vida",171,80,100,50,50,4000,0,,"MEDIUM",true,8,52.94,3017.65
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"RECOMMENDED","CURRENT_TIER","NONE",30,2.75,1784,248,281,60,57,5,3.663,25.98,95.17,1,18,18,"Poção de Vida",171,80,19,0,0,0,1,19,"HIGH",false,8,55.38,3156.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,2.75,1784,248,281,60,57,5,3.663,25.98,95.17,1,18,100,"Poção de Vida",171,80,100,49,49,3920,0,,"MEDIUM",true,8,55.38,3156.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"FULL","NONE","NONE",30,2.75,2144,278,373,50,50,0,3.4885,17.64,61.53,1,34,34,"Poção de Vida",185,80,35,0,0,0,1,35,"HIGH",false,8,62.07,3537.93
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"FULL","NONE","CURRENT_TIER",30,2.75,2144,278,373,50,50,0,3.4885,17.64,61.53,1,34,100,"Poção de Vida",185,80,100,26,26,2080,0,,"MEDIUM",true,8,62.07,3537.93
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"FULL","CURRENT_TIER","NONE",30,2.75,2144,278,373,50,47.5,5,3.4227,17.64,60.37,1,35,35,"Poção de Vida",185,80,36,0,0,0,1,36,"HIGH",false,8,64.86,3697.3
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","PREVIOUS",3,"FULL","CURRENT_TIER","CURRENT_TIER",30,2.75,2144,278,373,50,47.5,5,3.4227,17.64,60.37,1,35,100,"Poção de Vida",185,80,100,26,26,2080,0,,"MEDIUM",true,8,64.86,3697.3
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"NONE","NONE","NONE",30,2.5,1193,184,137,78,78,0,5.8439,39.59,231.37,1,5,5,"Poção de Vida",147,80,6,0,0,0,1,6,"HIGH",false,8,41.86,2386.05
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"NONE","NONE","CURRENT_TIER",30,2.5,1193,184,137,78,78,0,5.8439,39.59,231.37,1,5,8,"Poção de Vida",147,80,9,6,66.67,5333.6,1,9,"HIGH",false,8,41.86,2386.05
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"NONE","CURRENT_TIER","NONE",30,2.5,1193,184,137,78,74.1,5,5.7337,39.59,227.01,1,5,5,"Poção de Vida",147,80,6,0,0,0,1,6,"HIGH",false,8,43.85,2499.39
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"NONE","CURRENT_TIER","CURRENT_TIER",30,2.5,1193,184,137,78,74.1,5,5.7337,39.59,227.01,1,5,9,"Poção de Vida",147,80,10,6,60,4800,1,10,"HIGH",false,8,43.85,2499.39
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"RECOMMENDED","NONE","NONE",30,2.5,1715,228,269,66,66,0,5.4917,26.05,143.04,1,11,11,"Poção de Vida",168,80,12,0,0,0,1,12,"HIGH",false,8,48.65,2772.97
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"RECOMMENDED","NONE","CURRENT_TIER",30,2.5,1715,228,269,66,66,0,5.4917,26.05,143.04,1,11,100,"Poção de Vida",168,80,100,79,79,6320,0,,"MEDIUM",true,8,48.65,2772.97
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"RECOMMENDED","CURRENT_TIER","NONE",30,2.5,1715,228,269,66,62.7,5,5.3876,26.05,140.33,1,12,12,"Poção de Vida",168,80,13,0,0,0,1,13,"HIGH",false,8,50.92,2902.4
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,2.5,1715,228,269,66,62.7,5,5.3876,26.05,140.33,1,12,100,"Poção de Vida",168,80,100,77,77,6160,0,,"MEDIUM",true,8,50.92,2902.4
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"FULL","NONE","NONE",30,2.5,2075,258,361,55,55,0,5.1305,18.06,92.65,1,22,22,"Poção de Vida",183,80,23,0,0,0,1,23,"HIGH",false,8,57.14,3257.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"FULL","NONE","CURRENT_TIER",30,2.5,2075,258,361,55,55,0,5.1305,18.06,92.65,1,22,100,"Poção de Vida",183,80,100,44,44,3520,0,,"MEDIUM",true,8,57.14,3257.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"FULL","CURRENT_TIER","NONE",30,2.5,2075,258,361,55,52.25,5,5.0333,18.06,90.89,1,22,22,"Poção de Vida",183,80,23,0,0,0,1,23,"HIGH",false,8,59.75,3405.81
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",0,"FULL","CURRENT_TIER","CURRENT_TIER",30,2.5,2075,258,361,55,52.25,5,5.0333,18.06,90.89,1,22,100,"Poção de Vida",183,80,100,43,43,3440,0,,"MEDIUM",true,8,59.75,3405.81
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"NONE","NONE","NONE",30,3.25,1277,208,153,67,67,0,2.8115,37.41,105.18,1,12,12,"Poção de Vida",151,80,13,0,0,0,1,13,"HIGH",false,8,48,2736
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"NONE","NONE","CURRENT_TIER",30,3.25,1277,208,153,67,67,0,2.8115,37.41,105.18,1,12,100,"Poção de Vida",151,80,100,65,65,5200,0,,"MEDIUM",true,8,48,2736
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"NONE","CURRENT_TIER","NONE",30,3.25,1277,208,153,67,63.65,5,2.7582,37.41,103.19,1,12,12,"Poção de Vida",151,80,13,0,0,0,1,13,"HIGH",false,8,50.24,2863.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"NONE","CURRENT_TIER","CURRENT_TIER",30,3.25,1277,208,153,67,63.65,5,2.7582,37.41,103.19,1,12,100,"Poção de Vida",151,80,100,63,63,5040,0,,"MEDIUM",true,8,50.24,2863.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"RECOMMENDED","NONE","NONE",30,3.25,1799,252,285,58,58,0,2.6641,24.94,66.45,1,27,27,"Poção de Vida",171,80,28,0,0,0,1,28,"HIGH",false,8,54.55,3109.09
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"RECOMMENDED","NONE","CURRENT_TIER",30,3.25,1799,252,285,58,58,0,2.6641,24.94,66.45,1,27,100,"Poção de Vida",171,80,100,33,33,2640,0,,"MEDIUM",true,8,54.55,3109.09
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"RECOMMENDED","CURRENT_TIER","NONE",30,3.25,1799,252,285,58,55.1,5,2.6136,24.94,65.19,1,27,27,"Poção de Vida",171,80,28,0,0,0,1,28,"HIGH",false,8,57.05,3251.98
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,3.25,1799,252,285,58,55.1,5,2.6136,24.94,65.19,1,27,100,"Poção de Vida",171,80,100,32,32,2560,0,,"MEDIUM",true,8,57.05,3251.98
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"FULL","NONE","NONE",30,3.25,2159,282,377,49,49,0,2.5019,17.64,44.13,1,48,48,"Poção de Vida",186,80,49,0,0,0,1,49,"HIGH",false,8,63.16,3600
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"FULL","NONE","CURRENT_TIER",30,3.25,2159,282,377,49,49,0,2.5019,17.64,44.13,1,48,100,"Poção de Vida",186,80,100,17,17,1360,0,,"MEDIUM",true,8,63.16,3600
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"FULL","CURRENT_TIER","NONE",30,3.25,2159,282,377,49,46.55,5,2.4548,17.64,43.3,1,49,49,"Poção de Vida",186,80,50,0,0,0,1,50,"HIGH",false,8,65.99,3761.69
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","MIXED",3,"FULL","CURRENT_TIER","CURRENT_TIER",30,3.25,2159,282,377,49,46.55,5,2.4548,17.64,43.3,1,49,100,"Poção de Vida",186,80,100,16,16,1280,0,,"MEDIUM",true,8,65.99,3761.69
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"NONE","NONE","NONE",30,3,1244,200,147,69,69,0,2.9005,38.5,111.67,1,11,11,"Poção de Vida",149,80,12,0,0,0,1,12,"HIGH",false,8,46.75,2664.94
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"NONE","NONE","CURRENT_TIER",30,3,1244,200,147,69,69,0,2.9005,38.5,111.67,1,11,100,"Poção de Vida",149,80,100,70,70,5600,0,,"MEDIUM",true,8,46.75,2664.94
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"NONE","CURRENT_TIER","NONE",30,3,1244,200,147,69,65.55,5,2.8456,38.5,109.56,1,11,11,"Poção de Vida",149,80,12,0,0,0,1,12,"HIGH",false,8,48.95,2789.94
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"NONE","CURRENT_TIER","CURRENT_TIER",30,3,1244,200,147,69,65.55,5,2.8456,38.5,109.56,1,11,100,"Poção de Vida",149,80,100,69,69,5520,0,,"MEDIUM",true,8,48.95,2789.94
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"RECOMMENDED","NONE","NONE",30,3,1766,244,279,60,60,0,2.7531,26.01,71.62,1,24,24,"Poção de Vida",170,80,25,0,0,0,1,25,"HIGH",false,8,52.94,3017.65
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"RECOMMENDED","NONE","CURRENT_TIER",30,3,1766,244,279,60,60,0,2.7531,26.01,71.62,1,24,100,"Poção de Vida",170,80,100,36,36,2880,0,,"MEDIUM",true,8,52.94,3017.65
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"RECOMMENDED","CURRENT_TIER","NONE",30,3,1766,244,279,60,57,5,2.7009,26.01,70.26,1,25,25,"Poção de Vida",170,80,26,0,0,0,1,26,"HIGH",false,8,55.38,3156.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,3,1766,244,279,60,57,5,2.7009,26.01,70.26,1,25,100,"Poção de Vida",170,80,100,35,35,2800,0,,"MEDIUM",true,8,55.38,3156.92
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"FULL","NONE","NONE",30,3,2126,274,371,50,50,0,2.5722,17.85,45.91,1,46,46,"Poção de Vida",185,80,47,0,0,0,1,47,"HIGH",false,8,62.07,3537.93
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"FULL","NONE","CURRENT_TIER",30,3,2126,274,371,50,50,0,2.5722,17.85,45.91,1,46,100,"Poção de Vida",185,80,100,18,18,1440,0,,"MEDIUM",true,8,62.07,3537.93
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"FULL","CURRENT_TIER","NONE",30,3,2126,274,371,50,47.5,5,2.5237,17.85,45.04,1,47,47,"Poção de Vida",185,80,48,0,0,0,1,48,"HIGH",false,8,64.86,3697.3
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",0,"FULL","CURRENT_TIER","CURRENT_TIER",30,3,2126,274,371,50,47.5,5,2.5237,17.85,45.04,1,47,100,"Poção de Vida",185,80,100,17,17,1360,0,,"MEDIUM",true,8,64.86,3697.3
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"NONE","NONE","NONE",30,3.75,1343,226,167,63,63,0,2.6355,35.29,93,1,14,14,"Poção de Vida",153,80,15,0,0,0,1,15,"HIGH",false,8,50.7,2890.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"NONE","NONE","CURRENT_TIER",30,3.75,1343,226,167,63,63,0,2.6355,35.29,93,1,14,100,"Poção de Vida",153,80,100,56,56,4480,0,,"MEDIUM",true,8,50.7,2890.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"NONE","CURRENT_TIER","NONE",30,3.75,1343,226,167,63,59.85,5,2.5855,35.29,91.24,1,14,14,"Poção de Vida",153,80,15,0,0,0,1,15,"HIGH",false,8,53.06,3024.32
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"NONE","CURRENT_TIER","CURRENT_TIER",30,3.75,1343,226,167,63,59.85,5,2.5855,35.29,91.24,1,14,100,"Poção de Vida",153,80,100,54,54,4320,0,,"MEDIUM",true,8,53.06,3024.32
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"RECOMMENDED","NONE","NONE",30,3.75,1865,270,299,55,55,0,2.5053,23.87,59.8,1,31,31,"Poção de Vida",174,80,32,0,0,0,1,32,"HIGH",false,8,57.14,3257.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"RECOMMENDED","NONE","CURRENT_TIER",30,3.75,1865,270,299,55,55,0,2.5053,23.87,59.8,1,31,100,"Poção de Vida",174,80,100,28,28,2240,0,,"MEDIUM",true,8,57.14,3257.14
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"RECOMMENDED","CURRENT_TIER","NONE",30,3.75,1865,270,299,55,52.25,5,2.4578,23.87,58.67,1,31,31,"Poção de Vida",174,80,32,0,0,0,1,32,"HIGH",false,8,59.75,3405.81
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,3.75,1865,270,299,55,52.25,5,2.4578,23.87,58.67,1,31,100,"Poção de Vida",174,80,100,27,27,2160,0,,"MEDIUM",true,8,59.75,3405.81
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"FULL","NONE","NONE",30,3.75,2225,300,391,46,46,0,2.3443,16.56,38.82,1,57,57,"Poção de Vida",189,80,58,0,0,0,1,58,"HIGH",false,8,66.67,3800
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"FULL","NONE","CURRENT_TIER",30,3.75,2225,300,391,46,46,0,2.3443,16.56,38.82,1,57,100,"Poção de Vida",189,80,100,13,13,1040,0,,"MEDIUM",true,8,66.67,3800
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"FULL","CURRENT_TIER","NONE",30,3.75,2225,300,391,46,43.7,5,2.3003,16.56,38.09,1,58,58,"Poção de Vida",189,80,59,0,0,0,1,59,"HIGH",false,8,69.63,3969.05
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","CURRENT",3,"FULL","CURRENT_TIER","CURRENT_TIER",30,3.75,2225,300,391,46,43.7,5,2.3003,16.56,38.09,1,58,100,"Poção de Vida",189,80,100,13,13,1040,0,,"MEDIUM",true,8,69.63,3969.05
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"NONE","NONE","NONE",30,1,1118,164,123,98,98,0,18,167.24,3010.3,4,0,0,"Poção de Vida",144,80,1,0,0,0,1,1,"LETHAL",false,8,33.96,1935.85
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"NONE","NONE","CURRENT_TIER",30,1,1118,164,123,98,98,0,18,167.24,3010.3,4,0,0,"Poção de Vida",144,80,1,1,100,8000,1,1,"LETHAL",false,8,33.96,1935.85
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"NONE","CURRENT_TIER","NONE",30,1,1118,164,123,98,93.1,5,18,167.24,3010.3,4,0,0,"Poção de Vida",144,80,1,0,0,0,1,1,"LETHAL",false,8,35.61,2029.67
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"NONE","CURRENT_TIER","CURRENT_TIER",30,1,1118,164,123,98,93.1,5,18,167.24,3010.3,4,0,0,"Poção de Vida",144,80,1,1,100,8000,1,1,"LETHAL",false,8,35.61,2029.67
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"RECOMMENDED","NONE","NONE",30,1,1640,208,255,82,82,0,18,108.71,1956.7,4,0,0,"Poção de Vida",165,80,1,0,0,0,1,1,"LETHAL",false,8,40,2280
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"RECOMMENDED","NONE","CURRENT_TIER",30,1,1640,208,255,82,82,0,18,108.71,1956.7,4,0,0,"Poção de Vida",165,80,1,1,100,8000,1,1,"LETHAL",false,8,40,2280
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"RECOMMENDED","CURRENT_TIER","NONE",30,1,1640,208,255,82,77.9,5,18,108.71,1956.7,4,0,0,"Poção de Vida",165,80,1,0,0,0,1,1,"LETHAL",false,8,41.91,2388.82
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,1,1640,208,255,82,77.9,5,18,108.71,1956.7,4,0,0,"Poção de Vida",165,80,1,1,100,8000,1,1,"LETHAL",false,8,41.91,2388.82
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"FULL","NONE","NONE",30,1,2000,238,347,68,68,0,18,78.06,1405.15,4,1,1,"Poção de Vida",180,80,2,0,0,0,1,2,"HIGH",false,8,47.37,2700
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"FULL","NONE","CURRENT_TIER",30,1,2000,238,347,68,68,0,18,78.06,1405.15,4,1,1,"Poção de Vida",180,80,2,2,100,8000,1,2,"HIGH",false,8,47.37,2700
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"FULL","CURRENT_TIER","NONE",30,1,2000,238,347,68,64.6,5,18,78.06,1405.15,4,1,1,"Poção de Vida",180,80,2,0,0,0,1,2,"HIGH",false,8,49.59,2826.45
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",0,"FULL","CURRENT_TIER","CURRENT_TIER",30,1,2000,238,347,68,64.6,5,18,78.06,1405.15,4,1,1,"Poção de Vida",180,80,2,2,100,8000,1,2,"HIGH",false,8,49.59,2826.45
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"NONE","NONE","NONE",30,1.75,1184,190,136,82,82,0,15.1727,69.51,1054.64,1.75,1,1,"Poção de Vida",147,80,2,0,0,0,1,2,"HIGH",false,8,40,2280
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"NONE","NONE","CURRENT_TIER",30,1.75,1184,190,136,82,82,0,15.1727,69.51,1054.64,1.75,1,1,"Poção de Vida",147,80,2,2,100,8000,1,2,"HIGH",false,8,40,2280
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"NONE","CURRENT_TIER","NONE",30,1.75,1184,190,136,82,77.9,5,14.8874,69.51,1034.8,1.75,1,1,"Poção de Vida",147,80,2,0,0,0,1,2,"HIGH",false,8,41.91,2388.82
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"NONE","CURRENT_TIER","CURRENT_TIER",30,1.75,1184,190,136,82,77.9,5,14.8874,69.51,1034.8,1.75,1,1,"Poção de Vida",147,80,2,2,100,8000,1,2,"HIGH",false,8,41.91,2388.82
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"RECOMMENDED","NONE","NONE",30,1.75,1706,234,268,70,70,0,14.3073,45.73,654.26,1.75,2,2,"Poção de Vida",168,80,3,0,0,0,1,3,"HIGH",false,8,46.15,2630.77
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"RECOMMENDED","NONE","CURRENT_TIER",30,1.75,1706,234,268,70,70,0,14.3073,45.73,654.26,1.75,2,3,"Poção de Vida",168,80,4,3,75,6000,1,4,"HIGH",false,8,46.15,2630.77
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"RECOMMENDED","CURRENT_TIER","NONE",30,1.75,1706,234,268,70,66.5,5,14.0364,45.73,641.88,1.75,2,2,"Poção de Vida",168,80,3,0,0,0,1,3,"HIGH",false,8,48.32,2754.36
3,"END","Cirurgião-Chefe Necrosado",6,30,"Lutador","TWO_BELOW",3,"RECOMMENDED","CURRENT_TIER","CURRENT_TIER",30,1.75,1706,234,268,70,66.5,5,14.0364,45.73,641.88,1.75,2,3,"Poção de Vida",168,80,4,3,75,6000,1,4,"HIGH",false,8,48.32,2754.36
