scenarioKey,scenarioLabel,className,fromLevel,toLevel,tier,huntingLevel,xpRequired,effectiveXpPerHour,effectiveXpPerKill,killsPerHour,secondsPerFind,ttkSeconds,secondsPerMob,mapName,hoursToLevel,days24hToLevel,cumulativeHours,cumulativeDays24h,cumulativeDays12h,cumulativeDays6h
conservador,Conservador,Medico,36,37,4,20,182469,3394,46.5,73,10,39,49,Terminal dos Esquecidos,53.7622,2.2401,836.1938,34.8414,69.6828,139.3656
conservador,Conservador,Medico,37,38,4,20,252650,3394,46.5,73,10,39,49,Terminal dos Esquecidos,74.4402,3.1017,910.6339,37.9431,75.8862,151.7723
conservador,Conservador,Medico,38,39,4,20,329848,3394,46.5,73,10,39,49,Terminal dos Esquecidos,97.1856,4.0494,1007.8196,41.9925,83.985,167.9699
conservador,Conservador,Medico,39,40,4,20,400029,3394,46.5,73,10,39,49,Terminal dos Esquecidos,117.8636,4.911,1125.6831,46.9035,93.8069,187.6139
conservador,Conservador,Medico,40,41,4,20,477227,3394,46.5,73,10,39,49,Terminal dos Esquecidos,140.609,5.8587,1266.2922,52.7622,105.5243,211.0487
conservador,Conservador,Medico,41,42,5,25,28696,5335,71.1,75,9,39,48,Zona de Quarentena 9,5.3788,0.2241,1271.671,52.9863,105.9726,211.9452
conservador,Conservador,Medico,42,43,5,25,57392,5335,71.1,75,9,39,48,Zona de Quarentena 9,10.7576,0.4482,1282.4286,53.4345,106.8691,213.7381
conservador,Conservador,Medico,43,44,5,25,100436,5335,71.1,75,9,39,48,Zona de Quarentena 9,18.8259,0.7844,1301.2545,54.2189,108.4379,216.8757
conservador,Conservador,Medico,44,45,5,25,172176,5335,71.1,75,9,39,48,Zona de Quarentena 9,32.2729,1.3447,1333.5274,55.5636,111.1273,222.2546
conservador,Conservador,Medico,45,46,5,25,258264,5335,71.1,75,9,39,48,Zona de Quarentena 9,48.4094,2.0171,1381.9368,57.5807,115.1614,230.3228
conservador,Conservador,Medico,46,47,5,25,373048,5335,71.1,75,9,39,48,Zona de Quarentena 9,69.9246,2.9135,1451.8614,60.4942,120.9885,241.9769
conservador,Conservador,Medico,47,48,5,25,516529,5335,71.1,75,9,39,48,Zona de Quarentena 9,96.8189,4.0341,1548.6804,64.5283,129.0567,258.1134
conservador,Conservador,Medico,48,49,5,25,674357,5335,71.1,75,9,39,48,Zona de Quarentena 9,126.4024,5.2668,1675.0828,69.7951,139.5902,279.1805
conservador,Conservador,Medico,49,50,5,25,817837,5335,71.1,75,9,39,48,Zona de Quarentena 9,153.2965,6.3874,1828.3793,76.1825,152.3649,304.7299
conservador,Conservador,Medico,50,51,5,25,975665,5335,71.1,75,9,39,48,Zona de Quarentena 9,182.88,7.62,2011.2594,83.8025,167.6049,335.2099
conservador,Conservador,Medico,51,52,6,30,53545,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,6.7192,0.28,2017.9785,84.0824,168.1649,336.3298
conservador,Conservador,Medico,52,53,6,30,107090,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,13.4383,0.5599,2031.4168,84.6424,169.2847,338.5695
conservador,Conservador,Medico,53,54,6,30,187408,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,23.5171,0.9799,2054.934,85.6222,171.2445,342.489
conservador,Conservador,Medico,54,55,6,30,321271,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,40.3151,1.6798,2095.2491,87.302,174.6041,349.2082
conservador,Conservador,Medico,55,56,6,30,481906,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,60.4726,2.5197,2155.7217,89.8217,179.6435,359.2869
conservador,Conservador,Medico,56,57,6,30,696087,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,87.3494,3.6396,2243.071,93.4613,186.9226,373.8452
conservador,Conservador,Medico,57,58,6,30,963812,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,120.9452,5.0394,2364.0162,98.5007,197.0013,394.0027
conservador,Conservador,Medico,58,59,6,30,1258310,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,157.9006,6.5792,2521.9168,105.0799,210.1597,420.3195
conservador,Conservador,Medico,59,60,6,30,1526036,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,191.4965,7.979,2713.4133,113.0589,226.1178,452.2356
conservador,Conservador,Medico,60,61,6,30,1820534,7969,106.3,75,8,40,48,Refinaria do Pó Cinzento,228.452,9.5188,2941.8653,122.5777,245.1554,490.3109
conservador,Conservador,Medico,61,62,7,35,102048,12019,158.1,76,7,40,47,Avenida dos Caídos,8.4906,0.3538,2950.3559,122.9315,245.863,491.726
conservador,Conservador,Medico,62,63,7,35,204095,12019,158.1,76,7,40,47,Avenida dos Caídos,16.981,0.7075,2967.3369,123.639,247.2781,494.5562
conservador,Conservador,Medico,63,64,7,35,357167,12019,158.1,76,7,40,47,Avenida dos Caídos,29.7169,1.2382,2997.0538,124.8772,249.7545,499.509
conservador,Conservador,Medico,64,65,7,35,612286,12019,158.1,76,7,40,47,Avenida dos Caídos,50.9432,2.1226,3047.997,126.9999,253.9997,507.9995
conservador,Conservador,Medico,65,66,7,35,918429,12019,158.1,76,7,40,47,Avenida dos Caídos,76.4148,3.1839,3124.4117,130.1838,260.3676,520.7353
conservador,Conservador,Medico,66,67,7,35,1326619,12019,158.1,76,7,40,47,Avenida dos Caídos,110.3768,4.599,3234.7885,134.7829,269.5657,539.1314
conservador,Conservador,Medico,67,68,7,35,1836858,12019,158.1,76,7,40,47,Avenida dos Caídos,152.8295,6.3679,3387.6181,141.1508,282.3015,564.603
conservador,Conservador,Medico,68,69,7,35,2398120,12019,158.1,76,7,40,47,Avenida dos Caídos,199.5274,8.3136,3587.1455,149.4644,298.9288,597.8576
conservador,Conservador,Medico,69,70,7,35,2908358,12019,158.1,76,7,40,47,Avenida dos Caídos,241.98,10.0825,3829.1255,159.5469,319.0938,638.1876
conservador,Conservador,Medico,70,71,7,35,3469620,12019,158.1,76,7,40,47,Avenida dos Caídos,288.6779,12.0282,4117.8034,171.5751,343.1503,686.3006
conservador,Conservador,Medico,71,72,8,40,181326,17298,227.6,76,7,40,47,Complexo Helix,10.4825,0.4368,4128.2859,172.0119,344.0238,688.0477
conservador,Conservador,Medico,72,73,8,40,362651,17298,227.6,76,7,40,47,Complexo Helix,20.9649,0.8735,4149.2508,172.8855,345.7709,691.5418
conservador,Conservador,Medico,73,74,8,40,634640,17298,227.6,76,7,40,47,Complexo Helix,36.6886,1.5287,4185.9395,174.4141,348.8283,697.6566
conservador,Conservador,Medico,74,75,8,40,1087954,17298,227.6,76,7,40,47,Complexo Helix,62.8948,2.6206,4248.8342,177.0348,354.0695,708.139
conservador,Conservador,Medico,75,76,8,40,1631931,17298,227.6,76,7,40,47,Complexo Helix,94.3422,3.9309,4343.1764,180.9657,361.9314,723.8627
conservador,Conservador,Medico,76,77,8,40,2357233,17298,227.6,76,7,40,47,Complexo Helix,136.272,5.678,4479.4484,186.6437,373.2874,746.5747
conservador,Conservador,Medico,77,78,8,40,3263861,17298,227.6,76,7,40,47,Complexo Helix,188.6843,7.8618,4668.1327,194.5055,389.0111,778.0221
conservador,Conservador,Medico,78,79,8,40,4261152,17298,227.6,76,7,40,47,Complexo Helix,246.3378,10.2641,4914.4706,204.7696,409.5392,819.0784
conservador,Conservador,Medico,79,80,8,40,5167781,17298,227.6,76,7,40,47,Complexo Helix,298.7502,12.4479,5213.2208,217.2175,434.4351,868.8701
conservador,Conservador,Medico,80,81,8,40,6165071,17298,227.6,76,7,40,47,Complexo Helix,356.4037,14.8502,5569.6245,232.0677,464.1354,928.2707
conservador,Conservador,Medico,81,82,9,45,324390,25057,329.7,76,6,41,47,Necrópole Industrial,12.9461,0.5394,5582.5705,232.6071,465.2142,930.4284
conservador,Conservador,Medico,82,83,9,45,648780,25057,329.7,76,6,41,47,Necrópole Industrial,25.8922,1.0788,5608.4627,233.6859,467.3719,934.7438
conservador,Conservador,Medico,83,84,9,45,1135365,25057,329.7,76,6,41,47,Necrópole Industrial,45.3113,1.888,5653.774,235.5739,471.1478,942.2957
conservador,Conservador,Medico,84,85,9,45,1946339,25057,329.7,76,6,41,47,Necrópole Industrial,77.6765,3.2365,5731.4504,238.8104,477.6209,955.2417
conservador,Conservador,Medico,85,86,9,45,2919509,25057,329.7,76,6,41,47,Necrópole Industrial,116.5147,4.8548,5847.9652,243.6652,487.3304,974.6609
conservador,Conservador,Medico,86,87,9,45,4217069,25057,329.7,76,6,41,47,Necrópole Industrial,168.299,7.0125,6016.2642,250.6777,501.3553,1002.7107
conservador,Conservador,Medico,87,88,9,45,5839018,25057,329.7,76,6,41,47,Necrópole Industrial,233.0294,9.7096,6249.2936,260.3872,520.7745,1041.5489
conservador,Conservador,Medico,88,89,9,45,7623162,25057,329.7,76,6,41,47,Necrópole Industrial,304.2328,12.6764,6553.5264,273.0636,546.1272,1092.2544
conservador,Conservador,Medico,89,90,9,45,9245112,25057,329.7,76,6,41,47,Necrópole Industrial,368.9632,15.3735,6922.4897,288.4371,576.8741,1153.7483
conservador,Conservador,Medico,90,91,9,45,11029256,25057,329.7,76,6,41,47,Necrópole Industrial,440.1667,18.3403,7362.6563,306.7773,613.5547,1227.1094
conservador,Conservador,Medico,91,92,10,45,582238,35735,470.2,76,6,41,47,Marco Zero,16.2932,0.6789,7378.9496,307.4562,614.9125,1229.8249
conservador,Conservador,Medico,92,93,10,45,1164477,35735,470.2,76,6,41,47,Marco Zero,32.5865,1.3578,7411.536,308.814,617.628,1235.256
conservador,Conservador,Medico,93,94,10,45,2037834,35735,470.2,76,6,41,47,Marco Zero,57.0263,2.3761,7468.5623,311.1901,622.3802,1244.7604
conservador,Conservador,Medico,94,95,10,45,3493430,35735,470.2,76,6,41,47,Marco Zero,97.7593,4.0733,7566.3216,315.2634,630.5268,1261.0536
conservador,Conservador,Medico,95,96,10,45,5240144,35735,470.2,76,6,41,47,Marco Zero,146.639,6.11,7712.9606,321.3734,642.7467,1285.4934
conservador,Conservador,Medico,96,97,10,45,7569097,35735,470.2,76,6,41,47,Marco Zero,211.8119,8.8255,7924.7725,330.1989,660.3977,1320.7954
conservador,Conservador,Medico,97,98,10,45,10480289,35735,470.2,76,6,41,47,Marco Zero,293.278,12.2199,8218.0505,342.4188,684.8375,1369.6751
conservador,Conservador,Medico,98,99,10,45,13682599,35735,470.2,76,6,41,47,Marco Zero,382.8907,15.9538,8600.9412,358.3725,716.7451,1433.4902
conservador,Conservador,Medico,99,100,10,45,16593791,35735,470.2,76,6,41,47,Marco Zero,464.3568,19.3482,9065.298,377.7207,755.4415,1510.883
provavel,Provavel,Lutador,1,2,1,5,468,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,0.3002,0.0125,0.3002,0.0125,0.025,0.05
provavel,Provavel,Lutador,2,3,1,5,936,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,0.6004,0.025,0.9006,0.0375,0.075,0.1501
provavel,Provavel,Lutador,3,4,1,5,1638,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,1.0507,0.0438,1.9513,0.0813,0.1626,0.3252
provavel,Provavel,Lutador,4,5,1,5,2807,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,1.8005,0.075,3.7518,0.1563,0.3126,0.6253
provavel,Provavel,Lutador,5,6,1,5,4211,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,2.7011,0.1125,6.4529,0.2689,0.5377,1.0755
provavel,Provavel,Lutador,6,7,1,5,6082,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,3.9012,0.1626,10.3541,0.4314,0.8628,1.7257
provavel,Provavel,Lutador,7,8,1,5,8422,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,5.4022,0.2251,15.7563,0.6565,1.313,2.626
provavel,Provavel,Lutador,8,9,1,5,10995,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,7.0526,0.2939,22.8089,0.9504,1.9007,3.8015
provavel,Provavel,Lutador,9,10,1,5,13334,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,8.5529,0.3564,31.3618,1.3067,2.6135,5.227
provavel,Provavel,Lutador,10,11,1,5,15908,1559,9.2,170,13,8.14,21.14,Subúrbio Silencioso,10.204,0.4252,41.5657,1.7319,3.4638,6.9276
provavel,Provavel,Lutador,11,12,2,12,2495,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,1.5487,0.0645,43.1145,1.7964,3.5929,7.1857
provavel,Provavel,Lutador,12,13,2,12,4991,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,3.0981,0.1291,46.2126,1.9255,3.851,7.7021
provavel,Provavel,Lutador,13,14,2,12,8734,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,5.4215,0.2259,51.634,2.1514,4.3028,8.6057
provavel,Provavel,Lutador,14,15,2,12,14972,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,9.2936,0.3872,60.9276,2.5387,5.0773,10.1546
provavel,Provavel,Lutador,15,16,2,12,22458,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,13.9404,0.5809,74.868,3.1195,6.239,12.478
provavel,Provavel,Lutador,16,17,2,12,32439,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,20.1359,0.839,95.004,3.9585,7.917,15.834
provavel,Provavel,Lutador,17,18,2,12,44916,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,27.8808,1.1617,122.8848,5.1202,10.2404,20.4808
provavel,Provavel,Lutador,18,19,2,12,58640,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,36.3998,1.5167,159.2846,6.6369,13.2737,26.5474
provavel,Provavel,Lutador,19,20,2,12,71116,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,44.144,1.8393,203.4286,8.4762,16.9524,33.9048
provavel,Provavel,Lutador,20,21,2,12,84840,1611,16,101,11,24.57,35.57,Distrito da Ferrugem,52.6629,2.1943,256.0915,10.6705,21.341,42.6819
provavel,Provavel,Lutador,21,22,3,18,7278,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,2.9901,0.1246,259.0816,10.7951,21.5901,43.1803
provavel,Provavel,Lutador,22,23,3,18,14556,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,5.9803,0.2492,265.0619,11.0442,22.0885,44.177
provavel,Provavel,Lutador,23,24,3,18,25473,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,10.4655,0.4361,275.5274,11.4803,22.9606,45.9212
provavel,Provavel,Lutador,24,25,3,18,43668,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,17.9408,0.7475,293.4683,12.2278,24.4557,48.9114
provavel,Provavel,Lutador,25,26,3,18,65502,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,26.9113,1.1213,320.3795,13.3491,26.6983,53.3966
provavel,Provavel,Lutador,26,27,3,18,94614,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,38.8718,1.6197,359.2513,14.9688,29.9376,59.8752
provavel,Provavel,Lutador,27,28,3,18,131004,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,53.8225,2.2426,413.0738,17.2114,34.4228,68.8456
provavel,Provavel,Lutador,28,29,3,18,171032,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,70.2679,2.9278,483.3417,20.1392,40.2785,80.557
provavel,Provavel,Lutador,29,30,3,18,207422,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,85.2186,3.5508,568.5603,23.69,47.38,94.76
provavel,Provavel,Lutador,30,31,3,18,247451,2434,28.6,85,10,32.13,42.13,Hospital Santa Ruína,101.6643,4.236,670.2246,27.926,55.8521,111.7041
provavel,Provavel,Lutador,31,32,4,25,14036,3491,46.5,75,9,39,48,Terminal dos Esquecidos,4.0206,0.1675,674.2452,28.0936,56.1871,112.3742
provavel,Provavel,Lutador,32,33,4,25,28072,3491,46.5,75,9,39,48,Terminal dos Esquecidos,8.0412,0.3351,682.2865,28.4286,56.8572,113.7144
provavel,Provavel,Lutador,33,34,4,25,49126,3491,46.5,75,9,39,48,Terminal dos Esquecidos,14.0722,0.5863,696.3587,29.0149,58.0299,116.0598
provavel,Provavel,Lutador,34,35,4,25,84217,3491,46.5,75,9,39,48,Terminal dos Esquecidos,24.124,1.0052,720.4827,30.0201,60.0402,120.0805
provavel,Provavel,Lutador,35,36,4,25,126325,3491,46.5,75,9,39,48,Terminal dos Esquecidos,36.1859,1.5077,756.6686,31.5279,63.0557,126.1114
provavel,Provavel,Lutador,36,37,4,25,182469,3491,46.5,75,9,39,48,Terminal dos Esquecidos,52.2684,2.1779,808.937,33.7057,67.4114,134.8228
provavel,Provavel,Lutador,37,38,4,25,252650,3491,46.5,75,9,39,48,Terminal dos Esquecidos,72.3718,3.0155,881.3088,36.7212,73.4424,146.8848
provavel,Provavel,Lutador,38,39,4,25,329848,3491,46.5,75,9,39,48,Terminal dos Esquecidos,94.4852,3.9369,975.7941,40.6581,81.3162,162.6323
provavel,Provavel,Lutador,39,40,4,25,400029,3491,46.5,75,9,39,48,Terminal dos Esquecidos,114.5887,4.7745,1090.3827,45.4326,90.8652,181.7305
provavel,Provavel,Lutador,40,41,4,25,477227,3491,46.5,75,9,39,48,Terminal dos Esquecidos,136.7021,5.6959,1227.0848,51.1285,102.2571,204.5141
provavel,Provavel,Lutador,41,42,5,30,28696,5333,71.1,75,8,40,48,Zona de Quarentena 9,5.3808,0.2242,1232.4657,51.3527,102.7055,205.4109
provavel,Provavel,Lutador,42,43,5,30,57392,5333,71.1,75,8,40,48,Zona de Quarentena 9,10.7617,0.4484,1243.2273,51.8011,103.6023,207.2046
provavel,Provavel,Lutador,43,44,5,30,100436,5333,71.1,75,8,40,48,Zona de Quarentena 9,18.8329,0.7847,1262.0603,52.5858,105.1717,210.3434
provavel,Provavel,Lutador,44,45,5,30,172176,5333,71.1,75,8,40,48,Zona de Quarentena 9,32.285,1.3452,1294.3453,53.9311,107.8621,215.7242
provavel,Provavel,Lutador,45,46,5,30,258264,5333,71.1,75,8,40,48,Zona de Quarentena 9,48.4275,2.0178,1342.7728,55.9489,111.8977,223.7955
provavel,Provavel,Lutador,46,47,5,30,373048,5333,71.1,75,8,40,48,Zona de Quarentena 9,69.9509,2.9146,1412.7237,58.8635,117.727,235.4539
provavel,Provavel,Lutador,47,48,5,30,516529,5333,71.1,75,8,40,48,Zona de Quarentena 9,96.8552,4.0356,1509.5789,62.8991,125.7982,251.5965
provavel,Provavel,Lutador,48,49,5,30,674357,5333,71.1,75,8,40,48,Zona de Quarentena 9,126.4498,5.2687,1636.0288,68.1679,136.3357,272.6715
provavel,Provavel,Lutador,49,50,5,30,817837,5333,71.1,75,8,40,48,Zona de Quarentena 9,153.354,6.3898,1789.3828,74.5576,149.1152,298.2305
provavel,Provavel,Lutador,50,51,5,30,975665,5333,71.1,75,8,40,48,Zona de Quarentena 9,182.9486,7.6229,1972.3314,82.1805,164.361,328.7219
provavel,Provavel,Lutador,51,52,6,35,53545,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,6.5635,0.2735,1978.8949,82.454,164.9079,329.8158
provavel,Provavel,Lutador,52,53,6,35,107090,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,13.127,0.547,1992.0219,83.0009,166.0018,332.0036
provavel,Provavel,Lutador,53,54,6,35,187408,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,22.9723,0.9572,2014.9942,83.9581,167.9162,335.8324
provavel,Provavel,Lutador,54,55,6,35,321271,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,39.3811,1.6409,2054.3753,85.599,171.1979,342.3959
provavel,Provavel,Lutador,55,56,6,35,481906,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,59.0716,2.4613,2113.4469,88.0603,176.1206,352.2411
provavel,Provavel,Lutador,56,57,6,35,696087,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,85.3257,3.5552,2198.7726,91.6155,183.231,366.4621
provavel,Provavel,Lutador,57,58,6,35,963812,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,118.1432,4.9226,2316.9157,96.5382,193.0763,386.1526
provavel,Provavel,Lutador,58,59,6,35,1258310,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,154.2425,6.4268,2471.1582,102.9649,205.9299,411.8597
provavel,Provavel,Lutador,59,60,6,35,1526036,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,187.0601,7.7942,2658.2183,110.7591,221.5182,443.0364
provavel,Provavel,Lutador,60,61,6,35,1820534,8158,107.3,76,7,40,47,Refinaria do Pó Cinzento,223.1594,9.2983,2881.3776,120.0574,240.1148,480.2296
provavel,Provavel,Lutador,61,62,7,40,102048,11871,158.3,75,7,41,48,Avenida dos Caídos,8.5964,0.3582,2889.974,120.4156,240.8312,481.6623
provavel,Provavel,Lutador,62,63,7,40,204095,11871,158.3,75,7,41,48,Avenida dos Caídos,17.1927,0.7164,2907.1668,121.1319,242.2639,484.5278
provavel,Provavel,Lutador,63,64,7,40,357167,11871,158.3,75,7,41,48,Avenida dos Caídos,30.0874,1.2536,2937.2541,122.3856,244.7712,489.5424
provavel,Provavel,Lutador,64,65,7,40,612286,11871,158.3,75,7,41,48,Avenida dos Caídos,51.5783,2.1491,2988.8324,124.5347,249.0694,498.1387
provavel,Provavel,Lutador,65,66,7,40,918429,11871,158.3,75,7,41,48,Avenida dos Caídos,77.3675,3.2236,3066.1999,127.7583,255.5167,511.0333
provavel,Provavel,Lutador,66,67,7,40,1326619,11871,158.3,75,7,41,48,Avenida dos Caídos,111.7529,4.6564,3177.9528,132.4147,264.8294,529.6588
provavel,Provavel,Lutador,67,68,7,40,1836858,11871,158.3,75,7,41,48,Avenida dos Caídos,154.7349,6.4473,3332.6877,138.862,277.724,555.448
provavel,Provavel,Lutador,68,69,7,40,2398120,11871,158.3,75,7,41,48,Avenida dos Caídos,202.015,8.4173,3534.7027,147.2793,294.5586,589.1171
provavel,Provavel,Lutador,69,70,7,40,2908358,11871,158.3,75,7,41,48,Avenida dos Caídos,244.9969,10.2082,3779.6996,157.4875,314.975,629.9499
provavel,Provavel,Lutador,70,71,7,40,3469620,11871,158.3,75,7,41,48,Avenida dos Caídos,292.277,12.1782,4071.9766,169.6657,339.3314,678.6628
provavel,Provavel,Lutador,71,72,8,45,181326,17423,229.2,76,6,41,47,Complexo Helix,10.4073,0.4336,4082.3838,170.0993,340.1987,680.3973
provavel,Provavel,Lutador,72,73,8,45,362651,17423,229.2,76,6,41,47,Complexo Helix,20.8145,0.8673,4103.1983,170.9666,341.9332,683.8664
provavel,Provavel,Lutador,73,74,8,45,634640,17423,229.2,76,6,41,47,Complexo Helix,36.4254,1.5177,4139.6238,172.4843,344.9686,689.9373
provavel,Provavel,Lutador,74,75,8,45,1087954,17423,229.2,76,6,41,47,Complexo Helix,62.4436,2.6018,4202.0673,175.0861,350.1723,700.3446
provavel,Provavel,Lutador,75,76,8,45,1631931,17423,229.2,76,6,41,47,Complexo Helix,93.6653,3.9027,4295.7326,178.9889,357.9777,715.9554
provavel,Provavel,Lutador,76,77,8,45,2357233,17423,229.2,76,6,41,47,Complexo Helix,135.2943,5.6373,4431.027,184.6261,369.2522,738.5045
provavel,Provavel,Lutador,77,78,8,45,3263861,17423,229.2,76,6,41,47,Complexo Helix,187.3306,7.8054,4618.3576,192.4316,384.8631,769.7263
provavel,Provavel,Lutador,78,79,8,45,4261152,17423,229.2,76,6,41,47,Complexo Helix,244.5705,10.1904,4862.9281,202.622,405.244,810.488
provavel,Provavel,Lutador,79,80,8,45,5167781,17423,229.2,76,6,41,47,Complexo Helix,296.6068,12.3586,5159.5349,214.9806,429.9612,859.9225
provavel,Provavel,Lutador,80,81,8,45,6165071,17423,229.2,76,6,41,47,Complexo Helix,353.8467,14.7436,5513.3816,229.7242,459.4485,918.8969
provavel,Provavel,Lutador,81,82,9,48,324390,25073,329.9,76,6,41,47,Necrópole Industrial,12.9378,0.5391,5526.3194,230.2633,460.5266,921.0532
provavel,Provavel,Lutador,82,83,9,48,648780,25073,329.9,76,6,41,47,Necrópole Industrial,25.8756,1.0782,5552.1951,231.3415,462.6829,925.3658
provavel,Provavel,Lutador,83,84,9,48,1135365,25073,329.9,76,6,41,47,Necrópole Industrial,45.2824,1.8868,5597.4774,233.2282,466.4565,932.9129
provavel,Provavel,Lutador,84,85,9,48,1946339,25073,329.9,76,6,41,47,Necrópole Industrial,77.6269,3.2345,5675.1043,236.4627,472.9254,945.8507
provavel,Provavel,Lutador,85,86,9,48,2919509,25073,329.9,76,6,41,47,Necrópole Industrial,116.4404,4.8517,5791.5447,241.3144,482.6287,965.2574
provavel,Provavel,Lutador,86,87,9,48,4217069,25073,329.9,76,6,41,47,Necrópole Industrial,168.1916,7.008,5959.7363,248.3223,496.6447,993.2894
provavel,Provavel,Lutador,87,88,9,48,5839018,25073,329.9,76,6,41,47,Necrópole Industrial,232.8807,9.7034,6192.617,258.0257,516.0514,1032.1028
provavel,Provavel,Lutador,88,89,9,48,7623162,25073,329.9,76,6,41,47,Necrópole Industrial,304.0387,12.6683,6496.6557,270.694,541.388,1082.776
provavel,Provavel,Lutador,89,90,9,48,9245112,25073,329.9,76,6,41,47,Necrópole Industrial,368.7278,15.3637,6865.3835,286.0576,572.1153,1144.2306
provavel,Provavel,Lutador,90,91,9,48,11029256,25073,329.9,76,6,41,47,Necrópole Industrial,439.8858,18.3286,7305.2693,304.3862,608.7724,1217.5449
provavel,Provavel,Lutador,91,92,10,50,582238,35289,470.5,75,6,42,48,Marco Zero,16.4991,0.6875,7321.7684,305.0737,610.1474,1220.2947
provavel,Provavel,Lutador,92,93,10,50,1164477,35289,470.5,75,6,42,48,Marco Zero,32.9983,1.3749,7354.7667,306.4486,612.8972,1225.7945
provavel,Provavel,Lutador,93,94,10,50,2037834,35289,470.5,75,6,42,48,Marco Zero,57.747,2.4061,7412.5137,308.8547,617.7095,1235.419
provavel,Provavel,Lutador,94,95,10,50,3493430,35289,470.5,75,6,42,48,Marco Zero,98.9949,4.1248,7511.5086,312.9795,625.959,1251.9181
provavel,Provavel,Lutador,95,96,10,50,5240144,35289,470.5,75,6,42,48,Marco Zero,148.4923,6.1872,7660.0009,319.1667,638.3334,1276.6668
provavel,Provavel,Lutador,96,97,10,50,7569097,35289,470.5,75,6,42,48,Marco Zero,214.4888,8.937,7874.4897,328.1037,656.2075,1312.415
provavel,Provavel,Lutador,97,98,10,50,10480289,35289,470.5,75,6,42,48,Marco Zero,296.9846,12.3744,8171.4743,340.4781,680.9562,1361.9124
provavel,Provavel,Lutador,98,99,10,50,13682599,35289,470.5,75,6,42,48,Marco Zero,387.7299,16.1554,8559.2042,356.6335,713.267,1426.534
provavel,Provavel,Lutador,99,100,10,50,16593791,35289,470.5,75,6,42,48,Marco Zero,470.2256,19.5927,9029.4298,376.2262,752.4525,1504.905
provavel,Provavel,Assassino,1,2,1,5,468,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,0.3225,0.0134,0.3225,0.0134,0.0269,0.0538
provavel,Provavel,Assassino,2,3,1,5,936,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,0.6451,0.0269,0.9676,0.0403,0.0806,0.1613
provavel,Provavel,Assassino,3,4,1,5,1638,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,1.1289,0.047,2.0965,0.0874,0.1747,0.3494
provavel,Provavel,Assassino,4,5,1,5,2807,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,1.9345,0.0806,4.031,0.168,0.3359,0.6718
provavel,Provavel,Assassino,5,6,1,5,4211,1451,8.5,170,13,8.09,21.09,Subúrbio Silencioso,2.9021,0.1209,6.9331,0.2889,0.5778,1.1555
